commit,avg,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt
Add CI for build and filechecks (#3),16360.371428571432,16366.7,16357.0,16370.1,16385.8,16385.8,16328.6,16328.6
Function inline pass (#7),16357.328571428574,16363.7,16353.8,16367.0,16382.8,16382.8,16325.6,16325.6
RemoveUnusedPass (#10),16357.328571428574,16363.7,16353.8,16367.0,16382.8,16382.8,16325.6,16325.6
Arithmetic pass (#8),15885.728571428572,15892.1,15882.2,15895.4,15911.2,15911.2,15854.0,15854.0
Add SimplifyCFGPass (#9),15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Update skeleton code from https://github.com/snu-sf-class/swpp202101-compiler,15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Support compiler options (#17),15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Fix wrong return value (#35),15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Automate testing benchmarks (#23),15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Add GVNPass (#25),15660.814285714285,15667.1,15657.6,15670.6,15686.2,15686.2,15629.0,15629.0
Add BranchPredictPass (#29),14895.814285714285,14902.1,14892.6,14905.6,14921.2,14921.2,14864.0,14864.0
